"mcode","munnom","madr1","madr2","madr3","madr4","mcodpos","mcourriel","mweb","mtel","mfax","mcodedesi","mdes","mgentile","regadm","divrec","mrc","admregionale","horsmrcautoch","mdatcons","mdatregi","msuperf","mpopul","datelec","electype","delectype","elecmode","delecmode","divter","mcm","mcirc","msupft","maire","con1","con2","con3","con4","con5","con6","con7","con8","con9","con10","con11","con12","con13","con14","con15","con16","con17","con18","con19","con20","con21","con22","con23","con24","con25","con26","con27","con28","con29","con30","con31","con32","con33","con34","con35","con36","con37","con38","con39","con40","con41","con42","con43","con44","con45","con46","con47","con48","con49","con50","con51","con52","con53","con54","con55","con56","con57","con58","con59","con60","con61","con62","con63","con64","con65","con66","con67","con68","con69","con70","con71","con72","con73","con74","con75","dirgen","dirsecpub","tres","gref","sectres","polic","incen","loisir","trvpub","mesurg","urban","communic","permis","batim","nd"
"99808","Nemaska","","","","","","","","0000000000","0000000000","21","Terre de la catégorie IA","","Nord-du-Québec (10)","Nord-du-Québec (99)","","","oui","","","97.3","851","","B","En bloc / tout le conseil","","","","","Ungava (938)","94.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34007","Neuville","230, rue du Père-Rhéaume","Neuville","230, rue du Père-Rhéaume","Neuville","G0A2R0","mun@ville.neuville.qc.ca","www.ville.neuville.qc.ca","4188762280","4188763349","10","Ville","Neuvillois, oise*","Capitale-Nationale (03)","Portneuf (34)","MRC Portneuf (340)","","","1997-01-02","","94.66","4575","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Portneuf (714)","71.7","Bernard Gaudreau","Simon Sheehy","Luc Delisle","Anne-Sophie Paquet","Denise Thibault","Serge Beaulieu","Luc Bertrand","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Marie-Krystine Beauregard","","Réjean Tremblay","Marie-Krystine Beauregard","","","Claude Langlois","","Alain Cajolet","","Caroline Bélanger","Marie-Krystine Beauregard","","",""
"05040","New Carlisle","138, boulevard Gérard-D.-Levesque","New Carlisle","138, boulevard Gérard-D.-Levesque","New Carlisle","G0C1Z0","info@new-carlisle.ca","www.new-carlisle.ca","4187523141","4187523140","05","Municipalité","Néo-Carlinois, oise","Gaspésie--Îles-de-la-Madeleine (11)","Bonaventure (05)","MRC Bonaventure (050)","","","1877-02-01","","68.09","1366","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Bonaventure (850)","67.19","David Thibault","Clyde Flowers","Brent Hocquard","Cathy-Lise Belisle","Cindy Carney","Stephen Leberre","Robert Benwell","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Denise Dallain","","","","Denise Dallain","","David Thibault","","Cédric LeBlanc","","","","AJ ADMINISTRATION","",""
"05070","New Richmond","99, place Suzanne-Guité","New Richmond","99, place Suzanne-Guité","New Richmond","G0C2B0","scyr@villenewrichmond.com","www.villenewrichmond.com","4183927000","4183925331","10","Ville","New-Richmondois, oise*","Gaspésie--Îles-de-la-Madeleine (11)","Bonaventure (05)","MRC Bonaventure (050)","","","1855-07-01","1969-12-13","199.48","3806","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Bonaventure (850)","171.91","Éric Dubé","Jacques Rivière","Maryse Soucy","Jean Cormier","Jean-Pierre Querry","Natalie Clark","Pamela Dow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Stéphane Cyr","","","Céline Leblanc","","","Nicolas Lafrance","Ann-Julie Leblanc","Boudreau Danny","Stéphane Cyr","","","Jean-Sébastien Bourque","",""
"41037","Newport","1452, route 212","Newport","1452, route 212","Newport","J0B1M0","municipalite.newport@hsfqc.ca","www.municipalitenewport.com","8195608565","8195608566","05","Municipalité","","Estrie (05)","Le Haut-Saint-François (41)","MRC Le Haut-Saint-François (410)","","","2006-01-01","","271.52","708","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Mégantic (104)","270.35","Robert Asselin","Allan Stanley","Anne Marie Yeates Dubeau","Jacqueline Désindes","Jeffrey Bowker","Timothy Morrison","Amanda Hamel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hélène Dumais","","","","","","","","","","","","","Luc Deslongchamps",""
"50072","Nicolet","180, rue de Monseigneur-Panet","Nicolet","180, rue de Monseigneur-Panet","Nicolet","J3T1S6","communication@nicolet.ca","www.nicolet.ca","8192936901","8192936767","10","Ville","Nicolétain, aine","Centre-du-Québec (17)","Nicolet-Yamaska (50)","MRC Nicolet-Yamaska (500)","","","2000-12-27","","129.3","8726","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Nicolet-Bécancour (150)","95.89","Geneviève Dubois","France Trudel","Carolyne Aubin","Chantal McMahon","Stéphane Biron","Dominic Massé","Denis Jutras","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mathieu Audet","","Pascal Allaire","Magali Loisel","","","Martin Provencher","Geneviève Duval","Louis-François Caron","","","","Poste Vacant","Mathieu Boudreau",""
"79030","Nominingue","2110, chemin du Tour-du-Lac","Nominingue","2110, chemin du Tour-du-Lac","Nominingue","J0W1R0","reception@municipalitenominingue.qc.ca","www.municipalitenominingue.qc.ca","8192783384","8192784967","05","Municipalité","Nomininguois, oise*","Laurentides (15)","Antoine-Labelle (79)","MRC Antoine-Labelle (790)","","","1971-10-30","","360.86","2206","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Labelle (594)","302.96","Francine Létourneau","Gaétan Lacelle","Sylvain Gélinas","Chantal Thérien","Luc Boisvert","Suzie Radermaker","René Lalande","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Catherine Clermont","","","","Catherine Clermont","","Richard Généreux","Caroline Dupuis","Martin Lafleur","","","","","",""
"92040","Normandin","1048, rue Saint-Cyrille","Normandin","1048, rue Saint-Cyrille","Normandin","G8M4R9","admin@ville.normandin.qc.ca","www.ville.normandin.qc.ca","4182742004","4182747171","10","Ville","Normandinois, oise*","Saguenay--Lac-Saint-Jean (02)","Maria-Chapdelaine (92)","MRC Maria-Chapdelaine (920)","","","1979-03-10","","218.2","3027","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Roberval (930)","211.96","Jean Morency","Patricia Bernard","Marie-Lou Darveau","François Potvin","Denis Bourgault","Christine Thibeault","Isabelle Beaurivage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jean-Sébastien Nadeau","","","Jean-Sébastien Nadeau","","","","Éric Bhérer","Anthony Paré","Jean-Sébastien Nadeau","","","","",""
"87115","Normétal","59, 1re Rue","Normétal","59, 1re Rue","Normétal","J0Z3A0","direction@municipalitenormetal.ca","normetal.ao.ca/fr/","8197882550","8197882730","05","Municipalité","Normétalien, ienne*","Abitibi-Témiscamingue (08)","Abitibi-Ouest (87)","MRC Abitibi-Ouest (870)","","","1945-01-01","","55.41","774","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Abitibi-Ouest (642)","54.52","Ghislain Desbiens","Nestor Dubé","Patrice Morin","Gérald Lamoureux","Monique Bouchard","Steve Lamoureux","Lise Bégin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lyne Blanchet","","","","Lyne Blanchet","","Doris Nolet","Audrey Plourde","Marc Lampron","Lyne Blanchet","","","","",""
"45050","North Hatley","3125, chemin Capelton","North Hatley","3125, chemin Capelton","North Hatley","J0B2C0","info@northhatley.org","www.northhatley.org","8198422754","8198424501","06","Village","North Hatleyite","Estrie (05)","Memphrémagog (45)","MRC Memphrémagog (450)","","","1897-10-25","","4.39","691","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Orford (120)","3.16","Marcella Davis Gerrish","Michel Desrosiers","Carrol Haller","Danielle Dupré","Elizabeth Fee","David Wilson","Andrew J. Pelletier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Benoit Tremblay","","","","Benoit Tremblay","","","","Wade Morse","Benoit Tremblay","","","","Mathieu Abran",""
"39015","Notre-Dame-de-Ham","25, rue de l'Église","Notre-Dame-de-Ham","25, rue de l'Église","Notre-Dame-de-Ham","G0P1C0","dg@notre-dame-de-ham.ca","www.notre-dame-de-ham.ca","8193445806","0000000000","05","Municipalité","Notre-D'Hamois, oise*","Centre-du-Québec (17)","Arthabaska (39)","MRC Arthabaska (390)","","","1898-10-07","","32.16","418","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Drummond--Bois-Francs (138)","32.02","Serge Tremblay","Sonia Roberge","Steve Roy","Michel Blondin","Éric Pariseau","Sylvie Turcotte","Catherine Bishop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Geneviève Boutin","","","","Geneviève Boutin","","Marquis Therrien","Camille O'Byrne","Mario St-Cyr","","","","Philippe Habel","",""
"62055","Notre-Dame-de-la-Merci","1900, montée de la Réserve","Notre-Dame-de-la-Merci","1900, montée de la Réserve","Notre-Dame-de-la-Merci","J0T2A0","info@mun-ndm.ca","www.mun-ndm.ca","8194242113","8194247347","05","Municipalité","Mercien, ienne*","Lanaudière (14)","Matawinie (62)","MRC Matawinie (620)","","","1950-01-01","","262.29","1084","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Bertrand (588)","249.3","Isabelle Parent","Julie-Anne Cousineau","Bertrand Taillefer","Lucie Vignola","André Lafrenière","Chantale Perreault","Jacques Bourassa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chantal Soucy","","","","Chantal Soucy","","Jonathan Ruffo","Stéphanie Valiquette","","Chantal Soucy","","","","",""
"80020","Notre-Dame-de-la-Paix","267, rue Notre-Dame","Notre-Dame-de-la-Paix","267, rue Notre-Dame","Notre-Dame-de-la-Paix","J0V1P0","dg@ndlapaix.ca","www.notredamedelapaix.qc.ca","8195226610","0000000000","05","Municipalité","Pacificien, ienne*","Outaouais (07)","Papineau (80)","MRC Papineau (800)","","","1902-10-03","","107.42","701","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Papineau (626)","106.28","Myriam Cabana","Guy Whissell","Stéphane Drouin","Johanne Larocque","Maryse Cloutier","François Gauthier","Andrée-Anne Bock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cathy Viens","","","","Cathy Viens","","Yves Lauzon","","François Bigras","Francois Gauthier","","","Poste Vacant","Poste Vacant",""
"80087","Notre-Dame-de-la-Salette","45, rue des Saules","Notre-Dame-de-la-Salette","45, rue des Saules","Notre-Dame-de-la-Salette","J0X2L0","dg@muni-ndsalette.qc.ca","www.muni-ndsalette.qc.ca","8197662533","0000000000","05","Municipalité","Salettois, oise*","Outaouais (07)","Les Collines-de-l'Outaouais (82)","MRC Papineau (800)","","","2022-01-01","","117.828","857","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Papineau (626)","113.671","Antonin Brunet","Peter Alexander","Guylaine St-Amour","Robert Basque","Richard David","Jean-Claude Boucher","Line Quevillon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mylène Groulx","","","","Mylène Groulx","","Serge Lépine","Line Quevillon","Michaël Fong Lefebvre","Mylène Groulx","","","Karine Pichette","",""
"71065","Notre-Dame-de-l'Île-Perrot","21, rue de l'Église","Notre-Dame-de-l'Île-Perrot","21, rue de l'Église","Notre-Dame-de-l'Île-Perrot","J7V8P4","info@ndip.org","www.ndip.org","5144534128","5144538961","10","Ville","Perrotdamois, oise*","Montérégie (16)","Vaudreuil-Soulanges (71)","MRC Vaudreuil-Soulanges (710)","","","1984-04-14","2004-11-06","65.43","11699","2025-11-02","B","En bloc / tout le conseil","E","Élection","District","Communauté métropolitaine de Montréal (663)","Vaudreuil (224)","28.06","Danie Deschênes","Natalia Pereira","Bruno Roy","Daniel Lauzon","Stéphan Denis","Normand Pigeon","Jean Fournel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Guillaume Laforest","","Julie Perigny","Catherine Fortier-Pesant","","","Yanick Bernier","Eric Duchesneau","","Guillaume Laforest","","Poste Vacant","Flavie Cervant-Boudrias","",""
"92060","Notre-Dame-de-Lorette","22, rue Principale","Notre-Dame-de-Lorette","22, rue Principale","Notre-Dame-de-Lorette","G0W1B0","direction@notre-dame-de-lorette.com","","4182761934","4182761934","05","Municipalité","Lorettois, oise*","Saguenay--Lac-Saint-Jean (02)","Maria-Chapdelaine (92)","MRC Maria-Chapdelaine (920)","","","1966-01-01","","342.97","161","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Roberval (930)","326.48","De Launière Rita","Raphaël Langevin","DeLaunière Mélissa","Jean-Marie Garneau","Édith Lalancette","Poste Vacant","Marlène Laliberté","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dallaire  Dany","","","","Dallaire  Dany","","","","","Dallaire  Dany","","Rita DeLauniere","Jacques Potvin","",""
"61045","Notre-Dame-de-Lourdes","4050, rue Principale","Notre-Dame-de-Lourdes","4050, rue Principale","Notre-Dame-de-Lourdes","J0K1K0","direction@notredamedelourdes.ca","www.notredamedelourdes.ca","4507592277","4507592055","05","Municipalité","Joli-Lourdois, oise*","Lanaudière (14)","Joliette (61)","MRC Joliette (610)","","","1925-10-28","","35.94","3232","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Joliette (570)","35.58","Pierre Guilbault","Marthe Blanchette","François Fruhauf","Pierre Venne","Gaétan Desmarais","Claire Sarrazin","Mélanie Mainville","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Charles Beaupré","","","","Lidia Langis","","","","","","","","","",""
"32080","Notre-Dame-de-Lourdes","837, rue Principale","Lourdes","837, rue Principale","Lourdes","G0S1T0","info@municipalitelourdes.com","www.municipalitelourdes.com","8193854315","8193854827","04","Paroisse","Lourdinois, oise*","Centre-du-Québec (17)","L'Érable (32)","MRC L'Érable (320)","","","1897-10-07","","83.57","838","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Arthabaska (144)","82.02","Jocelyn Bédard","Sandra Chandonnet","Jean-François Carrier","Nancy Mccarthy","Yves Payette","Pascal Brulé","Donald Laliberté","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pierre-Charles Drapeau","Éric Boucher","","","Pierre-Charles Drapeau","Éric Boucher","","","","","","","","",""
"35005","Notre-Dame-de-Montauban","555, avenue des Loisirs","Notre-Dame-de-Montauban","555, avenue des Loisirs","Notre-Dame-de-Montauban","G0X1W0","info.ndm@regionmekinac.com","www.notredamedemontauban.com","4183362640","4183362353","05","Municipalité","Montaubain, aine","Mauricie (04)","Mékinac (35)","MRC Mékinac (350)","","","1976-01-03","","173.08","819","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Champlain (676)","163.1","Marcel Piacrd","Jade Veillette","Marjolaine Morasse","Guylaine Gauthier","Donald Dryburgh","Ginette Bourré","Sylvie Huot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pascale Bonin","","","","Pascale Bonin","","Jonathan Fontaine","Karine Fortin","Sylvain Perron","Pascale Bonin","","","Karine Fortin","",""
"79010","Notre-Dame-de-Pontmain","5, rue de l'Église","Notre-Dame-de-Pontmain","5, rue de l'Église","Notre-Dame-de-Pontmain","J0W1S0","info@munpontmain.qc.ca","www.munpontmain.qc.ca","8195972382","8195972231","05","Municipalité","","Laurentides (15)","Antoine-Labelle (79)","MRC Antoine-Labelle (790)","","","1894-01-26","","307.74","813","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Labelle (594)","261.45","Pierre Gagné","Réjean Desjardins","Joanie Thibault","Marc-André Routhier","Josée Gougeon","Ghislain Collin","Annie T. Morel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Robert Leclair","","","","","","","","","Robert Leclair","Poste Vacant","","","",""
"23015","Notre-Dame-des-Anges","260, boulevard Langelier","Québec","260, boulevard Langelier","Québec","G1K5N1","vvanbergen@augustines.ca","","4185290931","4185247162","04","Paroisse","","Capitale-Nationale (03)","Québec (23)","","","non","1855-07-01","",".04","250","","","","R","S.O. - Communauté religieuse","","","Taschereau (730)",".04","Soeur Chantal Bergeron","Soeur Aline Plante","Soeur Berthe Lemay","Soeur Claire Boutin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Soeur Sylvie Morin","","","","Soeur Sylvie Morin","","","","","","","","","",""
"30010","Notre-Dame-des-Bois","35 , route de l'Église","Notre-Dame-des-Bois","35 , route de l'Église","Notre-Dame-des-Bois","J0B2E0","administration@notredamedesbois.qc.ca","www.notredamedesbois.qc.ca","8198882724","8198882904","05","Municipalité","Bois-Damien, ienne*","Estrie (05)","Le Granit (30)","MRC Le Granit (300)","","","1877-01-01","","191.5","1105","2025-11-02","B","En bloc / tout le conseil","E","Élection","District","","Mégantic (104)","191.17","Dominic Boucher Paquette","Julie Demers","Lynda Pépin","Gilles Lévesque","Marc-André Vallières","Catherine Deblois","Nathalie Bérubé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kim Leclerc","","","","Kim Leclerc","","Ghislain Lambert","","Ghislain Lambert","","","","Ghislain Lambert","",""
"15025","Notre-Dame-des-Monts","15, rue Principale","Notre-Dame-des-Monts","15, rue Principale","Notre-Dame-des-Monts","G0T1L0","marcelle.pedneault@notredamedesmonts.com","www.notredamedesmonts.com/","4184892011","4184892014","05","Municipalité","Montois, oise*","Capitale-Nationale (03)","Charlevoix-Est (15)","MRC Charlevoix-Est (150)","","","1935-04-11","","57.75","805","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Charlevoix--Côte-de-Beaupré (760)","57.33","Alexandre Girard","Lina Lavoie","Danye Simard","Poste Vacant","Jonathan Gaudreault Néron","Marie-Paule Boudreault","Poste Vacant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Marcelle Pedneault","","","","Marcelle Pedneault","","Daniel Boies","","","","","","Justin Gingras","",""
"11045","Notre-Dame-des-Neiges","4, rue ST-JEAN-BAPTISTE","NOTRE-DAME-DES-NEIGES","4, rue ST-JEAN-BAPTISTE","NOTRE-DAME-DES-NEIGES","G0L2E0","admin@notredamedesneiges.qc.ca","www.notredamedesneiges.qc.ca","4188513009","4188513169","05","Municipalité","Neigeois, oise* ","Bas-Saint-Laurent (01)","Les Basques (11)","MRC Les Basques (110)","","","1855-07-01","","93.94","1164","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Rivière-du-Loup--Témiscouata (834)","93.28","Jean-Marie Dugas","Jean-Paul Rioux","Gilles Lamarre","Mélanie Dubé","Lise-Marie Duguay","Jean-Yves D'Amboise","Hélène Poirier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dany Larrivée","","","","Dany Larrivée","","Raphaël Bastille","","Robert-Charles Gagné","Dany Larrivée","","","Nicolas Wouters","",""
"29120","Notre-Dame-des-Pins","111, rue 30e, Ste 209","Notre-Dame-des-Pins","111, rue 30e, Ste 209","Notre-Dame-des-Pins","G0M1K0","dg@notredamedespins.qc.ca","www.notredamedespins.qc.ca","4187749718","0000000000","04","Paroisse","Notredamois, oise","Chaudière-Appalaches (12)","Beauce-Sartigan (29)","MRC Beauce-Sartigan (290)","","","1926-06-29","","25.02","1894","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Beauce-Sud (802)","24.24","Alain Veilleux","Denis Gosselin","Win Le Phan","Isabelle Paquet","Christian Lessard","Stéphane Auclair","Michel Veilleux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","François Roberge","","","","François Roberge","","","Levesque Sonya","Jérôme Pomerleau","François Roberge","","","Benoît Moncion","",""
"61030","Notre-Dame-des-Prairies","132, boulevard Antonio-Barrette","Notre-Dame-des-Prairies","132, boulevard Antonio-Barrette","Notre-Dame-des-Prairies","J6E1E5","info@notredamedesprairies.com","www.notredamedesprairies.com","4507597741","4507596255","10","Ville","Prairiquois, oise*","Lanaudière (14)","Joliette (61)","MRC Joliette (610)","","","1957-01-01","2005-04-23","18.64","9528","2025-11-02","B","En bloc / tout le conseil","E","Élection","District","","Joliette (570)","17.98","Suzanne Dauphin","Marie-Christine Laroche","Stéphanie Godin","Mylène Allary","Jean-Guy Forget","Régis Soucy","Nicole Chevalier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Marie-Andrée Breault","Benoît Lachance","Nicole Perreault","Nancy Bellerose","","Benoît Lachance","","","Benoit Therrien","Marie-Andrée Breault","","Joanie Laforest","Isabelle Jatrino","",""
"12045","Notre-Dame-des-Sept-Douleurs","6201, chemin de l'Île","Notre-Dame-des-Sept-Douleurs","6201, chemin de l'Île","Notre-Dame-des-Sept-Douleurs","G0L1K0","mun_ndsd-ileverte@ileverte.qc.ca","www.ileverte-municipalite.com","4188983451","0000000000","04","Paroisse","Verdoyant, e*","Bas-Saint-Laurent (01)","Rivière-du-Loup (12)","MRC Rivière-du-Loup (120)","","","1874-01-01","","142.85","70","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Rivière-du-Loup--Témiscouata (834)","11.53","Louise Newbury","Charles Méthé","André-Pierre Contandriopoulos","Joanie Harrison","Luce Provencher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Denis Cusson","","","","Denis Cusson","","","","","","","","Julie Lemieux","",""
"46100","Notre-Dame-de-Stanbridge","900, rue Principale","Notre-Dame-de-Stanbridge","900, rue  Principale C.P. 209","Notre-Dame-de-Stanbridge (Québec) J0J 1M0","J0J1M0","dg@notredamedestanbridge.qc.ca","www.notredamedestanbridge.qc.ca","4502964710","4502965001","05","Municipalité","Stanbridgeois, oise*","Estrie (05)","Brome-Missisquoi (46)","MRC Brome-Missisquoi (460)","","","1889-03-21","","44.04","672","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Brome-Missisquoi (204)","43.72","Daniel Tétreault","Carole Dansereau","Daniel Lanoue","Micheline Dufour","Roger Santerre","Jean-Pierre Morlot","Robert Gaboriault","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Suzanne Marcoux","Florian Rukstuhl","","","Suzanne Marcoux","Florian Rukstuhl","","","","Suzanne Marcoux","","","","Anik Trudeau",""
"49080","Notre-Dame-du-Bon-Conseil","1428, route 122","Notre-Dame-du-Bon-Conseil","1428, route 122","Notre-Dame-du-Bon-Conseil","J0C1A0","vaubin@cgocable.ca","www.paroissendbc.ca","8193365374","8193362389","04","Paroisse","Bonconseillois, oise*","Centre-du-Québec (17)","Drummond (49)","MRC Drummond (490)","","","1898-02-15","","88.2","906","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Drummond--Bois-Francs (138)","87.41","Stéphane Dionne","François Lupien","Pierre Côté","Marie-Lyne Landry","Éric Allard","Maureen Landry","Karina Poudrier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Valérie Aubin","","","","Valérie Aubin","","","","","Valérie Aubin","","","Gaby Tessier","",""
"49075","Notre-Dame-du-Bon-Conseil","541, rue Notre-Dame","Notre-Dame-du-Bon-Conseil","541, rue Notre-Dame","Notre-Dame-du-Bon-Conseil","J0C1A0","isabelledumont@villagebonconseil.ca","www.notre-dame-du-bon-conseil-village.qc.ca","8193362744","8193362030","06","Village","Bonconseillois, oise*","Centre-du-Québec (17)","Drummond (49)","MRC Drummond (490)","","","1957-01-01","","4.43","1771","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Drummond--Bois-Francs (138)","4.19","Sylvain Jutras","Marcel Bergeron","Manon Blanchette","Gérard Martin","Vincent Grandmont","Pierre Généreux","Guy Bournival","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Isabelle Dumont","","","","Isabelle Dumont","","Frédéric Marcotte","Marie-Claude Dufresne","Isabelle Dumont","Isabelle Dumont","","","Mathieu Brunelle","",""
"79005","Notre-Dame-du-Laus","66, rue Principale","Notre-Dame-du-Laus","C.P. 10","Notre-Dame-du-Laus","J0X2M0","reception@mun-ndl.ca","www.notre-dame-du-laus.ca","8197672247","8197673102","05","Municipalité","Lausois, oise*","Laurentides (15)","Antoine-Labelle (79)","MRC Antoine-Labelle (790)","","","1876-01-01","","960.95","1828","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Labelle (594)","849.02","David Cyr","Parice Thauvette","Aglaé Jobin-Miller","Josée St-Louis","Sylvie St-Louis","Clément Trottier","Yves Plouffe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Robert Leclair","","","","Robert Leclair","","Robert Vincent","Poste Vacant","Mario St-Louis","Robert Leclair","","","Robert Vincent","",""
"37235","Notre-Dame-du-Mont-Carmel","3860, rue de l'Hôtel-de-Ville","Notre-Dame-du-Mont-Carmel","3860, rue de l'Hôtel-de-Ville","Notre-Dame-du-Mont-Carmel","G0X3J0","municipalite@mont-carmel.org","www.mont-carmel.org","8193759856","8193734045","04","Paroisse","Montcarmelois, oise*","Mauricie (04)","Shawinigan (36)","MRC Des Chenaux (372)","","","1858-12-30","","130.62","6400","2025-11-02","B","En bloc / tout le conseil","E","Élection","District","","Laviolette--Saint-Maurice (670)","128.77","Luc Dostaler","Jacques Trépanier","Jean-Guy Mongrain","Marylène Ménard","Julie Régis","Daniel Duchemin","Clément Pratte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Martin Chaput","","","","Martin Chaput","","Yves Landry","Guy-Luc Beaupré","Daniel Denis","Martin Chaput","Trudel Félix","Guy-Luc Beaupré","","",""
